TIME                     OPNAM  # OPS/SEC p50(ms) p95(ms) p99(ms)    pMax
2020-11-10T23:01:17.694Z write  1    64.0     3.3     4.2     5.8     5.8
2020-11-10T23:01:18.694Z  read  1   263.0     2.0     3.4     4.7     6.6
2020-11-10T23:01:18.694Z write  1    70.0     3.1     4.5     7.3     7.3
2020-11-10T23:01:19.695Z  read  1   270.8     2.0     3.3     3.8     4.2
2020-11-10T23:01:19.695Z write  1    61.9     3.3     4.5     4.5     4.5
2020-11-10T23:01:20.694Z  read  1   270.2     2.0     3.1     3.9     7.9
2020-11-10T23:01:20.694Z write  1    63.1     3.3     4.1     6.8     6.8
2020-11-10T23:01:21.694Z  read  1   266.0     2.0     3.1     4.5     8.1
2020-11-10T23:01:21.694Z write  1    67.0     3.3     4.5     6.0     6.0
2020-11-10T23:01:22.695Z  read  1   266.7     2.0     3.3     4.7     5.0
2020-11-10T23:01:22.695Z write  1    66.9     3.3     4.5     6.0     6.0
2020-11-10T23:01:23.694Z  read  1   281.1     2.1     3.4     6.3     8.4
2020-11-10T23:01:23.694Z write  1    51.0     3.3     4.5     4.7     4.7
2020-11-10T23:01:24.694Z  read  1   274.0     2.0     3.3     3.9     4.1
2020-11-10T23:01:24.694Z write  1    59.0     3.1     4.1     4.5     4.5
2020-11-10T23:01:25.694Z  read  1   275.0     2.0     3.3     4.2     5.0
2020-11-10T23:01:25.694Z write  1    58.0     3.3     4.5     4.7     4.7
2020-11-10T23:01:26.694Z  read  1   273.1     2.0     3.1     4.7     5.8
2020-11-10T23:01:26.694Z write  1    60.0     3.3     4.5     5.5     5.5
2020-11-10T23:01:27.694Z  read  1   261.1     2.0     3.0     3.8     5.2
2020-11-10T23:01:27.694Z write  1    72.0     3.0     4.2     7.1     7.1
2020-11-10T23:01:28.694Z  read  1   243.0     2.5     7.6    23.1    41.9
2020-11-10T23:01:28.694Z write  1    78.0     3.8    18.9    79.7    79.7
2020-11-10T23:01:29.694Z  read  1   268.9     2.4     4.2    13.1    18.9
2020-11-10T23:01:29.694Z write  1    65.0     3.7     6.6    12.1    12.1
2020-11-10T23:01:30.694Z  read  1   257.1     2.2     3.7     7.6    13.6
2020-11-10T23:01:30.694Z write  1    76.0     3.5     5.2     7.9     7.9
2020-11-10T23:01:31.694Z  read  1   284.0     2.0     3.5    10.0    13.6
2020-11-10T23:01:31.694Z write  1    48.0     3.1     4.2     5.2     5.2
2020-11-10T23:01:32.695Z  read  1   266.8     2.1     3.5     6.0     7.9
2020-11-10T23:01:32.695Z write  1    66.9     3.3     4.2     5.5     5.5
2020-11-10T23:01:33.694Z  read  1   262.2     2.0     3.4     4.7     7.6
2020-11-10T23:01:33.694Z write  1    71.1     3.3     7.1    11.0    11.0
2020-11-10T23:01:34.694Z  read  1   262.0     2.0     3.4     4.5     5.2
2020-11-10T23:01:34.694Z write  1    71.0     3.3     4.5     5.2     5.2
2020-11-10T23:01:35.695Z  read  1   270.7     2.1     3.3     4.1     7.3
2020-11-10T23:01:35.695Z write  1    61.9     3.1     4.2     5.5     5.5
2020-11-10T23:01:36.694Z  read  1   262.3     2.0     2.9     3.5     3.9
2020-11-10T23:01:36.694Z write  1    70.1     3.1     4.2     5.2     5.2
2020-11-10T23:01:37.694Z  read  1   259.0     2.0     3.9     8.1    11.0
2020-11-10T23:01:37.694Z write  1    67.0     3.5    35.7    71.3    71.3
2020-11-10T23:01:38.694Z  read  1   277.0     2.2     4.7     7.1     8.1
2020-11-10T23:01:38.694Z write  1    57.0     3.3     4.7     5.0     5.0
2020-11-10T23:01:39.694Z  read  1   267.0     2.0     3.3     4.7     5.5
2020-11-10T23:01:39.694Z write  1    66.0     3.3     4.7     5.2     5.2
2020-11-10T23:01:40.694Z  read  1   289.9     2.0     3.0     3.5     5.2
2020-11-10T23:01:40.694Z write  1    43.0     3.1     4.1     4.5     4.5
2020-11-10T23:01:41.694Z  read  1   268.0     2.0     3.1     4.5     5.5
2020-11-10T23:01:41.694Z write  1    65.0     3.3     3.9     4.5     4.5
2020-11-10T23:01:42.694Z  read  1   261.0     2.1     3.4     4.5     6.6
2020-11-10T23:01:42.694Z write  1    72.0     3.1     4.2     4.5     4.5
2020-11-10T23:01:43.695Z  read  1   276.9     2.1     3.3     3.8     4.5
2020-11-10T23:01:43.695Z write  1    57.0     3.3     4.2     4.5     4.5
2020-11-10T23:01:44.694Z  read  1   260.1     2.0     3.3     3.8     5.0
2020-11-10T23:01:44.694Z write  1    72.0     3.1     4.7     6.8     6.8
2020-11-10T23:01:45.695Z  read  1   270.9     2.0     3.0     3.7     4.7
2020-11-10T23:01:45.695Z write  1    62.0     3.3     4.1     4.5     4.5
2020-11-10T23:01:46.694Z  read  1   268.1     2.0     3.1     3.7     4.2
2020-11-10T23:01:46.694Z write  1    65.0     3.3     3.9     4.5     4.5
2020-11-10T23:01:47.695Z  read  1   272.9     2.1     3.3     3.8     4.5
2020-11-10T23:01:47.695Z write  1    60.0     3.3     4.2     5.8     5.8
2020-11-10T23:01:48.694Z  read  1   253.1     2.0     3.0     3.8     4.2
2020-11-10T23:01:48.694Z write  1    81.0     3.1     4.5     5.0     5.0
2020-11-10T23:01:49.694Z  read  1   268.0     2.0     3.1     3.7     5.0
2020-11-10T23:01:49.694Z write  1    65.0     3.1     3.9     4.5     4.5
2020-11-10T23:01:50.695Z  read  1   261.8     2.0     3.3     4.2     4.7
2020-11-10T23:01:50.695Z write  1    69.9     3.1     4.2     6.0     6.0
2020-11-10T23:01:51.695Z  read  1   268.1     2.0     3.1     3.9     6.0
2020-11-10T23:01:51.695Z write  1    65.0     3.3     3.9     4.2     4.2
2020-11-10T23:01:52.695Z  read  1   269.1     2.0     3.4     4.5     6.6
2020-11-10T23:01:52.695Z write  1    64.0     3.1     3.8     4.2     4.2
2020-11-10T23:01:53.694Z  read  1   266.1     2.0     3.3     3.8     3.9
2020-11-10T23:01:53.694Z write  1    68.0     3.3     4.2     6.0     6.0
2020-11-10T23:01:54.695Z  read  1   264.9     2.0     3.1     3.7     4.7
2020-11-10T23:01:54.695Z write  1    67.0     3.4     4.5     5.2     5.2
2020-11-10T23:01:55.695Z  read  1   273.1     2.0     3.3     3.8     4.5
2020-11-10T23:01:55.695Z write  1    60.0     3.3     3.9     4.5     4.5
2020-11-10T23:01:56.695Z  read  1   271.0     2.1     3.4     4.7     6.3
2020-11-10T23:01:56.695Z write  1    62.0     3.3     4.2     5.2     5.2
2020-11-10T23:01:57.694Z  read  1   261.0     2.0     3.1     4.7     6.0
2020-11-10T23:01:57.694Z write  1    72.0     3.1     4.5     5.8     5.8
2020-11-10T23:01:58.694Z  read  1   265.0     2.0     3.3     4.5     6.8
2020-11-10T23:01:58.694Z write  1    69.0     3.1     4.5     5.0     5.0
2020-11-10T23:01:59.695Z  read  1   264.9     2.0     3.0     3.7     3.8
2020-11-10T23:01:59.695Z write  1    67.0     3.3     5.0     5.2     5.2
2020-11-10T23:02:00.695Z  read  1   259.0     2.0     3.1     3.9     4.5
2020-11-10T23:02:00.695Z write  1    75.0     3.0     4.5     7.3     7.3
2020-11-10T23:02:01.694Z  read  1   271.1     2.1     3.4     3.9     4.5
2020-11-10T23:02:01.694Z write  1    61.0     3.1     4.5     5.8     5.8
2020-11-10T23:02:02.694Z  read  1   263.0     2.2     3.4     4.7     5.2
2020-11-10T23:02:02.694Z write  1    70.0     3.3     4.5     5.8     5.8
2020-11-10T23:02:03.694Z  read  1   268.0     2.0     3.3     3.8     4.5
2020-11-10T23:02:03.694Z write  1    66.0     3.1     4.1     7.1     7.1
2020-11-10T23:02:04.695Z  read  1   265.9     2.0     3.1     4.1     4.2
2020-11-10T23:02:04.695Z write  1    66.0     3.0     4.1     5.0     5.0
2020-11-10T23:02:05.695Z  read  1   255.0     2.0     3.1     3.9     5.0
2020-11-10T23:02:05.695Z write  1    78.0     3.1     3.9     4.7     4.7
2020-11-10T23:02:06.695Z  read  1   264.8     2.0     3.0     3.9     4.5
2020-11-10T23:02:06.695Z write  1    67.9     3.1     4.1     5.0     5.0
2020-11-10T23:02:07.695Z  read  1   263.2     2.0     3.1     3.7     3.8
2020-11-10T23:02:07.695Z write  1    70.1     3.1     4.2     5.0     5.0
2020-11-10T23:02:08.695Z  read  1   264.0     2.0     3.3     4.2     6.0
2020-11-10T23:02:08.695Z write  1    70.0     3.4     4.7     5.2     5.2
2020-11-10T23:02:09.695Z  read  1   269.9     2.0     3.1     3.7     4.5
